"taxon","lfc_(Intercept)","lfc_diagnosis2IBD","lfc_reads_filtered","se_(Intercept)","se_diagnosis2IBD","se_reads_filtered","W_(Intercept)","W_diagnosis2IBD","W_reads_filtered","p_(Intercept)","p_diagnosis2IBD","p_reads_filtered","q_(Intercept)","q_diagnosis2IBD","q_reads_filtered","diff_(Intercept)","diff_diagnosis2IBD","diff_reads_filtered"
"PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III",-0.485066739969041,0.851375476707065,-0.376151923352252,0.134467469744832,0.179898424049461,0.0842095614390145,-3.60731663122325,4.73253437991757,-4.46685527064127,0.000309380033721363,2.21733733035317e-06,7.93777912117511e-06,0.00233224948497643,1.86256335749666e-05,0.000111128907696452,TRUE,TRUE,TRUE
"PWY0-1533: methylphosphonate degradation I",-0.533736798242042,0.934666504267046,-0.43582417088792,0.145809090576407,0.194794633020184,0.0916257908729578,-3.66051798370111,4.79821486750201,-4.75656653804172,0.00025170588580034,1.60085994993864e-06,1.96913354956698e-06,0.00205836515165845,1.47079007900613e-05,7.22776100927319e-05,TRUE,TRUE,TRUE
"PWY0-862: (5Z)-dodec-5-enoate biosynthesis",-0.502022403317929,0.880392385118563,-0.0522644117070113,0.162030438251605,0.216105372664475,0.102226068434332,-3.09832157917376,4.07390327349916,-0.511263051660693,0.00194620119421894,4.62316889705299e-05,0.609166873489487,0.00753818824566207,0.000190471356111069,0.814068458208678,TRUE,TRUE,FALSE
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",-0.246195884812836,0.442586178192321,-0.0423035182304188,0.102143442821069,0.137456142981253,0.0630560508954809,-2.41029554138011,3.21983556786315,-0.670887529898428,0.0159396026545193,0.00128264144972155,0.502292180969638,0.0390520265035723,0.00322304774545415,0.71765233362045,TRUE,TRUE,FALSE
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",-0.246196523338569,0.44258727092708,-0.042303324336814,0.102143415549115,0.137456107171256,0.0630560330476094,-2.41030243618774,3.21984435639271,-0.670884644850297,0.0159393013980591,0.00128260212998293,0.502294019021352,0.0390520265035723,0.00322304774545415,0.71765233362045,TRUE,TRUE,FALSE
"PWY66-400: glycolysis VI (metazoan)",-0.259656670437681,0.465622161838963,0.0385563721339161,0.13204229419841,0.176713573994572,0.0826232381088365,-1.96646591165339,2.6348975424676,0.466652881397933,0.0492448162481105,0.0084162683546384,0.640748246115709,0.099848110185824,0.0178013158004582,0.82311995098411,FALSE,TRUE,FALSE
"PWY66-409: superpathway of purine nucleotide salvage",-0.482369409793728,0.846759427128694,-0.154528944499469,0.180889546844891,0.240888940743149,0.114540969388644,-2.66665165681105,3.51514446664266,-1.34911504000934,0.00766110324623579,0.000439514825068911,0.177300018127579,0.0204760395853938,0.00124247460163711,0.347508035530056,TRUE,TRUE,FALSE
"PWYG-321: mycolate biosynthesis",-0.321302040798513,0.571118362662656,0.0254893218118092,0.165010992362104,0.22002173667481,0.104172970708429,-1.94715537552456,2.59573609086981,0.24468268149088,0.0515161097999676,0.00943885323819134,0.806702138669344,0.101840769006226,0.0195424144509032,0.898372836245406,FALSE,TRUE,FALSE
"PYRIDNUCSAL-PWY: NAD salvage pathway I",-0.390317009855661,0.689226454038805,-0.432079444127091,0.187491284178464,0.249566268885786,0.118849834522719,-2.08178748983412,2.76169715208681,-3.63550732621757,0.0373618849501359,0.00575017882668983,0.000277434108718797,0.0807676042304408,0.0130042505772832,0.00160612576874227,FALSE,TRUE,TRUE
"REDCITCYC: TCA cycle VIII (helicobacter)",-0.28851081126397,0.515001413149932,-0.362837189768009,0.150660121572498,0.201166994421538,0.0947966460590348,-1.91497795337392,2.56006913376041,-3.8275319312674,0.0554953152756164,0.0104651342555496,0.000129434597040279,0.108050481397558,0.0215083452290178,0.000906042179281951,FALSE,TRUE,TRUE
"RHAMCAT-PWY: L-rhamnose degradation I",-0.192265455494254,0.350292866162583,0.0627450704534703,0.0946373874040657,0.127598633798745,0.0581454713145845,-2.03160147134402,2.74527129118861,1.07910502804252,0.042194017632221,0.00604608937680541,0.280540910068633,0.090547745867686,0.0134810109628644,0.484772569121103,FALSE,TRUE,FALSE
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA",-0.510631583946987,0.895125622071384,-0.424836552234216,0.176055018372401,0.234534969016182,0.111384899137436,-2.90040913725544,3.81659769469014,-3.81413060050463,0.00372675868380772,0.000135304516040407,0.000136663186461586,0.0115594927033888,0.00043490832903702,0.000923988817348941,TRUE,TRUE,TRUE
"UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)",-0.46375532302245,0.814904392035579,-0.42949573426379,0.149128538133613,0.1991550292857,0.0937956105283683,-3.10976912150071,4.0918092551233,-4.57906006309208,0.00187233632221088,4.28020656377384e-05,4.67070073545896e-06,0.00753818824566207,0.000187818019365599,7.22776100927319e-05,TRUE,TRUE,TRUE
