"taxon","lfc_diagnosis2IBD","se_diagnosis2IBD","q_diagnosis2IBD","diff_diagnosis2IBD"
"K03672: thioredoxin 2 ",0.782380702933101,0.252150604483473,0.0049988316579208,TRUE
"K03673: protein dithiol oxidoreductase (disulfide-forming) ",0.923639353931485,0.26102268458114,0.00178185275529032,TRUE
"K03712: MarR family transcriptional regulator, multiple antibiotic resistance protein MarR",0.624688258910782,0.240086821950859,0.0172847486024941,TRUE
"K03717: LysR family transcriptional regulator, transcriptional activator of nhaA",0.675416316444682,0.23697352197745,0.00926262163501472,TRUE
"K03718: Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA",0.804919997608133,0.284781472995123,0.00982168129073261,TRUE
"K03721: transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport",0.754502247639526,0.229016353056063,0.00322059479621015,TRUE
"K03748: SanA protein",0.75613862826831,0.25326268499945,0.00662730054931159,TRUE
"K03749: DedD protein",0.668098225006316,0.241985496533314,0.0116165596474524,TRUE
"K03750: molybdopterin molybdotransferase ",0.657043592020419,0.236960777298737,0.0112826135903852,TRUE
"K03753: molybdopterin-guanine dinucleotide biosynthesis adapter protein",0.574434276175898,0.265039010603767,0.0492056623877352,TRUE
"K03755: AraC family transcriptional regulator, transcriptional activator of adiA",1.01542127994753,0.273635517845241,0.00106435073055341,TRUE
"K03757: cadaverine:lysine antiporter",0.890541198761361,0.266143002807259,0.00286693119856163,TRUE
"K03758: arginine:ornithine antiporter / lysine permease",0.792879403343105,0.241721564723401,0.00331903621257777,TRUE
"K03761: MFS transporter, MHS family, alpha-ketoglutarate permease",0.701216952314267,0.239562338532231,0.0076786216617654,TRUE
"K03764: MetJ family transcriptional regulator, methionine regulon repressor",0.929909509237954,0.267490524838305,0.00209103043428721,TRUE
"K03765: transcriptional activator of cad operon",0.845086382276174,0.255458160125883,0.0031274218602791,TRUE
"K03769: peptidyl-prolyl cis-trans isomerase C ",1.03458031113773,0.276926104715791,0.000983771486018628,TRUE
"K03776: aerotaxis receptor",0.452386081969547,0.20838356310496,0.0488986087699684,TRUE
"K03777: D-lactate dehydrogenase (quinone) ",0.596778966305983,0.225083204990573,0.0151930762363218,TRUE
"K03779: L(+)-tartrate dehydratase alpha subunit ",0.86606983845426,0.231093440803238,0.00094779362127247,TRUE
"K03780: L(+)-tartrate dehydratase beta subunit ",1.2180250753068,0.26154031119109,2.99752857365227e-05,TRUE
"K03796: Bax protein",0.897711278875,0.266074070557518,0.00269100794723431,TRUE
"K03800: lipoate---protein ligase ",1.14480452450445,0.26362587922028,0.000106662373283849,TRUE
"K03803: sigma-E factor negative regulatory protein RseC",0.791686219227445,0.252890337990887,0.00470547556017353,TRUE
"K03806: N-acetyl-anhydromuramoyl-L-alanine amidase ",0.976364879317633,0.262184752814258,0.00101823904958728,TRUE
"K03807: AmpE protein",0.930685724927193,0.258773190473326,0.0015073117225156,TRUE
"K03808: paraquat-inducible protein A",0.90935941129479,0.262893492398456,0.00220040763612611,TRUE
"K03809: NAD(P)H dehydrogenase (quinone) ",0.660547917782984,0.229851781250261,0.00878092578255844,TRUE
"K03810: virulence factor",0.670633667926939,0.223718524104326,0.00643947968463799,TRUE
"K03815: xanthosine phosphorylase ",0.775828553967059,0.242532730609481,0.00395204233112136,TRUE
"K03819: putative colanic acid biosynthesis acetyltransferase WcaB ",0.542589532020617,0.229471818370277,0.0310084369649685,TRUE
"K03824: putative acetyltransferase ",0.92940729694145,0.261965073205621,0.001733481920104,TRUE
"K03827: putative acetyltransferase ",1.12205117986177,0.263334639547379,0.000148626245938951,TRUE
"K03833: selenocysteine-specific elongation factor",0.649764239903855,0.241376412014486,0.0136892371910484,TRUE
"K03834: tyrosine-specific transport protein",0.662082896789659,0.237793458796921,0.0109479482031169,TRUE
"K03841: fructose-1,6-bisphosphatase I ",0.820585279421985,0.265618201243796,0.00515378402773962,TRUE
"K03892: ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor",1.0423218569216,0.277958279221041,0.00094307041094782,TRUE
"K03974: psp operon transcriptional activator",0.694836135687458,0.227373073674747,0.00557785016206439,TRUE
"K04013: cytochrome c-type protein NrfB",0.69319462584556,0.235334691170973,0.00736658185346871,TRUE
"K04014: protein NrfC",0.579305087232531,0.246082199894384,0.0317914092763709,TRUE
"K04015: protein NrfD",0.789276626357943,0.246014802350668,0.00388561410173004,TRUE
"K04016: cytochrome c-type biogenesis protein NrfE",0.842960063126397,0.244099901954751,0.00223332293670688,TRUE
"K04018: formate-dependent nitrite reductase complex subunit NrfG",0.765914517876167,0.24827434449833,0.00520146892255688,TRUE
"K04019: ethanolamine utilization protein EutA",0.582866968574246,0.236884206200029,0.0245267119666578,TRUE
"K04020: phosphotransacetylase",0.711233018057364,0.225134335597671,0.00436949378883017,TRUE
"K04021: aldehyde dehydrogenase",0.744881268066376,0.225467831716058,0.00315798974840301,TRUE
"K04022: alcohol dehydrogenase",0.800873965624205,0.23643753302738,0.00262552637675175,TRUE
"K04024: ethanolamine utilization protein EutJ",0.656618088298959,0.22574747233847,0.0080548059350437,TRUE
"K04026: ethanolamine utilization protein EutL",0.565304549096414,0.241184847121181,0.032617981512056,TRUE
"K04028: ethanolamine utilization protein EutN",0.626974097769375,0.25194123713879,0.0229107230457635,TRUE
"K04029: ethanolamine utilization protein EutP",0.62285779459995,0.253576648672591,0.0247881897121086,TRUE
"K04030: ethanolamine utilization protein EutQ",0.683798106537078,0.220004010714471,0.00497119537656785,TRUE
"K04033: AraC family transcriptional regulator, ethanolamine operon transcriptional activator",0.624238802090707,0.227907825152815,0.012250132104935,TRUE
"K04044: molecular chaperone HscA",0.817348257834679,0.24190419372014,0.00265861706722036,TRUE
"K04046: hypothetical chaperone protein",0.717572214312463,0.223889877738658,0.00390887011458987,TRUE
"K04047: starvation-inducible DNA-binding protein",0.71925046763708,0.266070698162357,0.0133353353917258,TRUE
"K04064: osmotically inducible lipoprotein OsmE",0.817563738608674,0.260027262572278,0.00454093807840233,TRUE
"K04080: molecular chaperone IbpA",0.869493912144448,0.270192006821548,0.00379099891796667,TRUE
"K04081: molecular chaperone IbpB",0.848927061047861,0.251933463779493,0.00271520605048017,TRUE
"K04088: modulator of FtsH protease HflK",0.701644113093398,0.259951871024851,0.0134614524969397,TRUE
"K04334: major curlin subunit",0.851367702971593,0.245611995886571,0.00215023790438799,TRUE
"K04335: minor curlin subunit",0.60910765510595,0.250769549276311,0.0265689214867332,TRUE
"K04568: elongation factor P--(R)-beta-lysine ligase ",0.953153651329745,0.255454428164479,0.000996766854883834,TRUE
"K04653: hydrogenase expression/formation protein HypC",0.61969159845477,0.285930339315975,0.0492056623877352,TRUE
"K04691: serine protease DegS ",0.841727228089612,0.252178420891113,0.00292778986705484,TRUE
"K04753: suppressor of ftsI",0.900987794426,0.251622096496296,0.00158019308001595,TRUE
"K04754: phospholipid-binding lipoprotein MlaA",0.707428193277178,0.227974045582649,0.0049988316579208,TRUE
"K04755: ferredoxin, 2Fe-2S",0.634134011197851,0.262695899513616,0.0275143929236985,TRUE
"K04764: integration host factor subunit alpha",0.67589025954323,0.253312328160457,0.0145218524589151,TRUE
"K04765: nucleoside triphosphate diphosphatase ",0.717945591647714,0.238303703750368,0.00622507183191167,TRUE
"K04772: serine protease DegQ ",0.751094362028186,0.255345684672963,0.00742673184951539,TRUE
"K04775: protease YdgD ",0.783625795187217,0.239051502940772,0.00332587106226388,TRUE
"K04844: hypothetical glycosyl hydrolase ",0.534807717650823,0.202552117918018,0.0155895737944057,TRUE
"K05275: pyridoxine 4-dehydrogenase ",0.700882768810033,0.236707530526702,0.00706662744327309,TRUE
"K05306: phosphonoacetaldehyde hydrolase ",0.84107237984555,0.241901202204542,0.00209103043428721,TRUE
"K05368: aquacobalamin reductase / NAD(P)H-flavin reductase ",0.782568094371974,0.242970730052179,0.00378238879683614,TRUE
"K05501: TetR/AcrR family transcriptional regulator",0.832180991902526,0.258322207175815,0.0037821108979362,TRUE
"K05517: nucleoside-specific channel-forming protein",0.851167066126312,0.2534206944914,0.00279580178307307,TRUE
"K05591: ATP-dependent RNA helicase DbpA ",0.621521667308335,0.215985373802743,0.00870964236170131,TRUE
"K05594: ElaB protein",0.683875761780505,0.253825259130912,0.0136175517407566,TRUE
"K05596: LysR family transcriptional regulator, chromosome initiation inhibitor",0.857353203107803,0.250580555076665,0.0024171157142943,TRUE
"K05775: maltose operon periplasmic protein",0.703707530553414,0.240248923490964,0.00763553853551089,TRUE
"K05776: molybdate transport system ATP-binding protein",0.911091418265068,0.242566122934267,0.000922049717965963,TRUE
"K05777: putative thiamine transport system substrate-binding protein",0.754945910912656,0.229186453351169,0.00322263183717194,TRUE
"K05778: putative thiamine transport system permease protein",0.771074589248319,0.234940861306915,0.00330870461286258,TRUE
"K05779: putative thiamine transport system ATP-binding protein",0.683880820395341,0.227769088552,0.00637591128397913,TRUE
"K05780: alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL ",0.768827024368862,0.246461599261535,0.00484380190023552,TRUE
"K05781: putative phosphonate transport system ATP-binding protein",0.802528394543142,0.249259269812767,0.00378238879683614,TRUE
"K05782: benzoate membrane transport protein",0.705503005260443,0.237881896194566,0.00697936186993756,TRUE
"K05786: chloramphenicol-sensitive protein RarD",0.790737602483576,0.236188749514555,0.00286644248828504,TRUE
"K05787: DNA-binding protein HU-alpha",0.671211809796852,0.269819006986433,0.0229358549498409,TRUE
"K05790: lipopolysaccharide biosynthesis protein WzzE",0.758694460816665,0.237928196375631,0.00404677215853434,TRUE
"K05796: electron transport protein HydN",0.781092855568757,0.247421498251074,0.00439408694426616,TRUE
"K05798: LysR family transcriptional regulator, transcriptional activator for leuABCD operon",0.700225374059706,0.234139233248198,0.00656152636693958,TRUE
"K05801: DnaJ like chaperone protein",0.637760368994942,0.253686462914456,0.0214915619004092,TRUE
"K05803: lipoprotein NlpI",0.608827660647431,0.267415337767278,0.0381021249304245,TRUE
"K05804: AraC family transcriptional regulator, mar-sox-rob regulon activator",0.873944930393098,0.248201909974336,0.00186969484978794,TRUE
"K05805: CreA protein",0.82336794450927,0.244273006607029,0.00270851332906528,TRUE
"K05807: outer membrane protein assembly factor BamD",0.780918011724864,0.282173780526638,0.0114253579757665,TRUE
"K05808: putative sigma-54 modulation protein",0.833719105740403,0.262620527496313,0.00420127864897717,TRUE
"K05812: DTW domain-containing protein",0.676408618052701,0.240089940093442,0.0100811211115376,TRUE
"K05814: sn-glycerol 3-phosphate transport system permease protein",0.722619720304547,0.253237837789087,0.00919587147735407,TRUE
"K05834: homoserine/homoserine lactone efflux protein",0.81583283254857,0.248881255048199,0.00332587106226388,TRUE
"K05835: threonine efflux protein",0.795744131392097,0.247309546465999,0.00379299811474294,TRUE
"K05838: putative thioredoxin",0.554845296865858,0.246709418123724,0.0408117103412302,TRUE
"K05846: osmoprotectant transport system permease protein",0.89440443048024,0.245526985038935,0.00130462019990178,TRUE
"K05875: methyl-accepting chemotaxis protein II, aspartate sensor receptor",0.716263790718059,0.233609261859201,0.0054404541033871,TRUE
"K05880: transcriptional activator for dhaKLM operon",0.84166252493121,0.237974474747612,0.00178748334902823,TRUE
"K05881: phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM ",0.871975830782752,0.250106947948358,0.00204928233249053,TRUE
"K05916: nitric oxide dioxygenase ",0.66854464368368,0.230935434828571,0.00832138134857274,TRUE
"K05939: acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase ",0.738869944788989,0.220809490916999,0.00286693119856163,TRUE
"K05966: triphosphoribosyl-dephospho-CoA synthase ",0.815690256340443,0.242834336605922,0.00279580178307307,TRUE
"K05982: deoxyribonuclease V ",0.884856589913461,0.237593954536673,0.00101823904958728,TRUE
"K06006: periplasmic protein CpxP/Spy",0.97555539635986,0.254149284123912,0.000697563137630565,TRUE
"K06039: uncharacterized protein involved in oxidation of intracellular sulfur",0.703519421540072,0.246230134197598,0.00911909762487412,TRUE
"K06075: MarR family transcriptional regulator, transcriptional regulator for hemolysin",0.679743925982886,0.2616466216961,0.0174510993618735,TRUE
"K06077: outer membrane lipoprotein SlyB",0.805868465958502,0.24730866403631,0.00346637571407671,TRUE
"K06079: copper homeostasis protein (lipoprotein)",0.778702384446309,0.236859139271313,0.00327754276114107,TRUE
"K06080: RcsF protein",0.926317214826466,0.257236542005077,0.00148395301588912,TRUE
"K06132: cardiolipin synthase C ",0.611790399418822,0.221718066528443,0.011656081607274,TRUE
"K06144: universal stress protein B",0.864348226682703,0.287414418323444,0.0063156738741923,TRUE
"K06145: LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor",0.822426108373042,0.256496287782863,0.00389869436167267,TRUE
"K06149: universal stress protein A",0.774489586662888,0.273346483657058,0.00966271779569298,TRUE
"K06155: Gnt-I system high-affinity gluconate transporter",0.792484891086526,0.263516375506351,0.0063156738741923,TRUE
"K06157: Gnt-II system L-idonate transporter",0.688806427826088,0.237881230554115,0.00831081451933432,TRUE
"K06159: multidrug/microcin transport system ATP-binding/permease protein",0.69357546009728,0.216536275830659,0.00392350436539194,TRUE
"K06162: alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase ",0.599630293092918,0.23156465758025,0.017802723132106,TRUE
"K06163: alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase ",0.823153767084661,0.243905150252038,0.00268498680592321,TRUE
"K06164: alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI ",0.734976584997366,0.236695062361757,0.00499129417735791,TRUE
"K06165: alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH ",0.740935946665702,0.233053823869455,0.0041563437482305,TRUE
"K06166: alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG ",0.835905434248753,0.237434852808446,0.00187054550856896,TRUE
"K06176: tRNA pseudouridine13 synthase ",0.736216477189892,0.243590607883024,0.00609320569919267,TRUE
"K06177: tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase ",0.599699158776363,0.227903286728051,0.0159637469181539,TRUE
"K06186: outer membrane protein assembly factor BamE",0.973863272699601,0.263859394804466,0.00112857831185329,TRUE
"K06188: aquaporin Z",0.716405860640315,0.250315836248701,0.00902957098930913,TRUE
"K06189: magnesium and cobalt transporter",0.669721074049527,0.234207435208299,0.00908658290961673,TRUE
"K06192: paraquat-inducible protein B",0.616333899688932,0.219657664622393,0.0103838511645972,TRUE
"K06195: ApaG protein",0.803286433323524,0.259901398520091,0.00514356822903598,TRUE
"K06211: HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes ",0.750750649051332,0.259705654866032,0.0084173581095904,TRUE
"K06214: curli production assembly/transport component CsgG",0.78175335397374,0.247258290053458,0.00433592483565225,TRUE
"K06281: hydrogenase large subunit ",0.969586323910853,0.265250173593379,0.00125771590869654,TRUE
"K06282: hydrogenase small subunit ",0.913839542845834,0.255441117089065,0.00159713307821322,TRUE
"K06726: D-ribose pyranase ",0.958084541397468,0.270524195319807,0.00176648336145068,TRUE
"K06858: vitamin B12 transport system substrate-binding protein",0.778693262186995,0.245735164605695,0.0042575376109737,TRUE
"K06866: autonomous glycyl radical cofactor",0.816753598661199,0.253100031872928,0.00372193671211884,TRUE
"K06867: uncharacterized protein",0.96028477262924,0.258715514828819,0.00106260655666643,TRUE
"K06887: uncharacterized protein",1.06256896956255,0.266892670871998,0.000418721447532366,TRUE
"K06910: phosphatidylethanolamine-binding protein",0.755688653005741,0.27910399818674,0.0131985323836776,TRUE
"K06916: cell division protein ZapE",0.840450015744076,0.25293037286877,0.00302882488178519,TRUE
"K06929: uncharacterized protein",0.716873119238852,0.249612311064826,0.00880116299748261,TRUE
"K06980: tRNA-modifying protein YgfZ",0.826083730741303,0.247916286095491,0.00295692194586131,TRUE
"K06999: phospholipase/carboxylesterase",0.752245368704992,0.232938064609495,0.0037165710948693,TRUE
"K07000: uncharacterized protein",0.936200914223891,0.271890989769052,0.00227810465380397,TRUE
"K07012: CRISPR-associated endonuclease/helicase Cas3 ",0.578336953487761,0.215149895182285,0.0138191085056378,TRUE
"K07019: uncharacterized protein",0.802524321821396,0.246030711875307,0.00345154174850256,TRUE
"K07034: uncharacterized protein",0.959807034210876,0.238884713990212,0.000367641035459957,TRUE
"K07038: inner membrane protein",0.796609053430269,0.257071230863703,0.00505327271881363,TRUE
"K07039: uncharacterized protein",0.621253030663548,0.227343893783876,0.0124329718461044,TRUE
"K07048: phosphotriesterase-related protein",0.722855420668908,0.253177570306913,0.00916346150451343,TRUE
"K07054: uncharacterized protein",0.885511149266557,0.245350562412153,0.00144307664430156,TRUE
"K07090: uncharacterized protein",0.817455302057777,0.268171356721437,0.00568649967858018,TRUE
"K07109: uncharacterized protein",0.904779302255244,0.255215844754531,0.00174554441644971,TRUE
"K07113: UPF0716 protein FxsA",0.822787857606327,0.238483378635814,0.00224407575827768,TRUE
"K07120: uncharacterized protein",0.805206928800178,0.237576274990536,0.0026169780805496,TRUE
"K07122: phospholipid transport system transporter-binding protein",0.823442267765007,0.265275917117398,0.00499632055258879,TRUE
"K07140: uncharacterized protein",0.742530609252586,0.234605188191738,0.00429511420771638,TRUE
"K07148: uncharacterized protein",0.798874767120965,0.246969009185545,0.00367415057871103,TRUE
"K07150: uncharacterized protein",0.934754678253697,0.281626662578982,0.00305093132002911,TRUE
"K07184: SH3 domain protein",0.800444997144577,0.239994775418649,0.00294385486198154,TRUE
"K07224: iron uptake system component EfeO",0.837737473738341,0.238848116381715,0.0019472152285309,TRUE
"K07229: ferric-chelate reductase (NADPH) ",0.767534966422916,0.231955868145151,0.0031274218602791,TRUE
"K07232: glutathione-specific gamma-glutamylcyclotransferase ",0.765934087183522,0.233445585184606,0.00331274986213888,TRUE
"K07236: tRNA 2-thiouridine synthesizing protein C",0.986152136026072,0.264704533594533,0.00101774381466429,TRUE
"K07243: high-affinity iron transporter",0.727958872472535,0.233118231900976,0.0048000302833085,TRUE
"K07245: copper resistance protein D",0.791125863371564,0.241584276692928,0.00335206358891085,TRUE
"K07248: lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase ",0.717475959973769,0.231208692102174,0.0049988316579208,TRUE
"K07250: 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase ",0.768188954348953,0.238947733826617,0.00382103082775446,TRUE
"K07259: serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) ",0.635445437333301,0.269782355980977,0.0317010176562853,TRUE
"K07262: serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) ",0.802284271017258,0.237266219849616,0.00265167218108391,TRUE
"K07269: uncharacterized protein",0.731899041462253,0.24689269449659,0.00700370948382875,TRUE
"K07274: MipA family protein",0.888697099632085,0.253591721785565,0.00195909608455112,TRUE
"K07275: outer membrane protein",0.76696301985971,0.253589189510225,0.00606212079352792,TRUE
"K07285: outer membrane lipoprotein",0.668285012115225,0.281648963769437,0.0303815860582143,TRUE
"K07287: outer membrane protein assembly factor BamC",0.707474560445394,0.221163140953916,0.00395204233112136,TRUE
"K07289: AsmA protein",0.463067445811589,0.211285320810946,0.0467532962259409,TRUE
"K07290: AsmA family protein",0.475156259363796,0.20331876921009,0.0330799588519896,TRUE
"K07300: Ca2+:H+ antiporter",0.719859314616276,0.244469363844801,0.00737175412399923,TRUE
"K07305: peptide-methionine (R)-S-oxide reductase ",0.822793993541618,0.238523394229548,0.0022454282322357,TRUE
"K07307: anaerobic dimethyl sulfoxide reductase subunit B",0.808013450025403,0.247969731538651,0.00346637571407671,TRUE
"K07308: anaerobic dimethyl sulfoxide reductase subunit C",0.770139769426339,0.248273021252633,0.00500366728745632,TRUE
"K07311: Tat-targeted selenate reductase subunit YnfG",0.53851383920804,0.236246639236428,0.0379775326980199,TRUE
"K07314: serine/threonine protein phosphatase 2 ",0.861031296639516,0.249566807728601,0.00224407575827768,TRUE
"K07319: adenine-specific DNA-methyltransferase ",1.30540765231646,0.282848567525132,3.56247980515047e-05,TRUE
"K07323: phospholipid transport system substrate-binding protein",0.711548607482149,0.243402283658776,0.00775238386306824,TRUE
"K07336: PKHD-type hydroxylase ",0.706857496961428,0.237328238591061,0.00673755814745505,TRUE
"K07337: penicillin-binding protein activator",0.676923964037993,0.245816542440966,0.0118122581848331,TRUE
"K07343: DNA transformation protein and related proteins",0.671016526554939,0.229607020361754,0.00775627109308755,TRUE
"K07348: minor fimbrial subunit",0.678986231580247,0.240200035125544,0.00982101538686646,TRUE
"K07349: minor fimbrial subunit",0.691272570777955,0.246424692068989,0.0103838511645972,TRUE
"K07358: type 1 fimbriae regulatory protein FimE",0.894233067911523,0.262958051989656,0.00254796665235118,TRUE
"K07387: metalloprotease ",0.821342047827691,0.258167223725238,0.00412930464929089,TRUE
"K07393: glutathionyl-hydroquinone reductase ",1.11955346203898,0.27279593854035,0.000268164133872914,TRUE
"K07406: alpha-galactosidase ",0.941713217451821,0.255009560110024,0.00112378134370746,TRUE
"K07459: putative ATP-dependent endonuclease of the OLD family",1.06123323981271,0.254363004845873,0.000206687549466969,TRUE
"K07470: DNA gyrase inhibitor",0.781845884999366,0.249028001455858,0.00459855539613548,TRUE
"K07471: probable transcriptional regulator",0.894933432385167,0.246358259504373,0.00134334799681257,TRUE
"K07479: putative DNA topoisomerase",0.796418626162794,0.257126050469829,0.00505820759975973,TRUE
"K07589: D-erythro-7,8-dihydroneopterin triphosphate epimerase ",0.952921467271914,0.25960180472396,0.00120159841796752,TRUE
"K07637: two-component system, OmpR family, sensor histidine kinase PhoQ ",0.608580192220164,0.219541143596741,0.0112999840070474,TRUE
"K07638: two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ ",0.833710287256201,0.249855186712722,0.00293519627385315,TRUE
"K07640: two-component system, OmpR family, sensor histidine kinase CpxA ",0.584585967779625,0.260166004059655,0.0409758068231329,TRUE
"K07641: two-component system, OmpR family, sensor histidine kinase CreC ",0.814392071900378,0.246152533556365,0.0031274218602791,TRUE
"K07642: two-component system, OmpR family, sensor histidine kinase BaeS ",0.728759326814688,0.236423780035497,0.00523611408535844,TRUE
"K07643: two-component system, OmpR family, sensor histidine kinase BasS ",0.691876255689447,0.231431660338079,0.00656815183724048,TRUE
"K07644: two-component system, OmpR family, heavy metal sensor histidine kinase CusS ",0.770885867246626,0.240823735185343,0.00394271848966834,TRUE
"K07661: two-component system, OmpR family, response regulator RstA",0.731877365239691,0.233564806205231,0.00467654853525111,TRUE
"K07662: two-component system, OmpR family, response regulator CpxR",0.611380371223433,0.245781573669249,0.0229358549498409,TRUE
"K07663: two-component system, OmpR family, catabolic regulation response regulator CreB",0.816663211360149,0.252122186601341,0.0036293045804572,TRUE
"K07664: two-component system, OmpR family, response regulator BaeR",0.62851287406269,0.243759377602776,0.0183038178575805,TRUE
"K07665: two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR",0.790036070474984,0.243315167590295,0.0035584270795761,TRUE
"K07666: two-component system, OmpR family, response regulator QseB",0.742428452268957,0.245310982470192,0.00603339458194506,TRUE
"K07673: two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX ",0.678374615181206,0.224574271805465,0.00611757096236342,TRUE
"K07674: two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ ",0.845793476354765,0.242264208669282,0.00202626391614484,TRUE
"K07675: two-component system, NarL family, sensor histidine kinase UhpB ",0.750493325917054,0.234791268150848,0.00396909509379208,TRUE
"K07686: two-component system, NarL family, uhpT operon response regulator UhpA",0.743854441386775,0.252563117344871,0.00736777786552812,TRUE
"K07689: two-component system, NarL family, invasion response regulator UvrY",0.752627069735085,0.230756274003726,0.00345154174850256,TRUE
"K07690: two-component system, NarL family, response regulator EvgA",0.780981946548919,0.248857299623313,0.00461475244614159,TRUE
"K07700: two-component system, CitB family, cit operon sensor histidine kinase CitA ",0.817264036581657,0.242157874765717,0.00268498680592321,TRUE
"K07701: two-component system, CitB family, sensor histidine kinase DcuS ",0.799477105305726,0.247251000119236,0.00368227561956516,TRUE
"K07702: two-component system, CitB family, response regulator CitB",0.851214673349713,0.251730001982281,0.00265167218108391,TRUE
"K07703: two-component system, CitB family, response regulator DcuR",0.623383214708531,0.230284531066577,0.0132014100556848,TRUE
"K07709: two-component system, NtrC family, sensor histidine kinase HydH ",0.620644447933072,0.229681836540121,0.013356824361228,TRUE
"K07710: two-component system, NtrC family, sensor histidine kinase AtoS ",0.723492640453947,0.247591331616423,0.00775770386218652,TRUE
"K07711: two-component system, NtrC family, sensor histidine kinase GlrK ",0.80781506002619,0.243698168847142,0.00308313165500403,TRUE
"K07712: two-component system, NtrC family, nitrogen regulation response regulator GlnG",0.719317050656598,0.256435285427637,0.0103838511645972,TRUE
"K07714: two-component system, NtrC family, response regulator AtoC",0.797948230995967,0.233586935228639,0.00245098802668724,TRUE
"K07715: two-component system, NtrC family, response regulator GlrR",0.744069376600577,0.238548110760927,0.00484407537607979,TRUE
"K07722: CopG family transcriptional regulator, nickel-responsive regulator",1.03936100746536,0.286122789821831,0.00134334799681257,TRUE
"K07749: formyl-CoA transferase ",0.525294988832562,0.222828408739915,0.0315506016354847,TRUE
"K07771: two-component system, OmpR family, response regulator BasR",0.674351010973057,0.233291557319632,0.0084173581095904,TRUE
"K07773: two-component system, OmpR family, aerobic respiration control protein ArcA",0.653286986629462,0.237361457332034,0.011857532542658,TRUE
"K07782: LuxR family transcriptional regulator, quorum-sensing system regulator SdiA",0.520265653216721,0.219484330551578,0.030557122503338,TRUE
"K07786: MFS transporter, DHA2 family, multidrug resistance protein",0.742517916316435,0.230588369075818,0.00378238879683614,TRUE
"K07791: anaerobic C4-dicarboxylate transporter DcuA",0.828327248010586,0.238054654203639,0.00208350174607499,TRUE
"K07792: anaerobic C4-dicarboxylate transporter DcuB",0.79273795177978,0.255532568984239,0.00500314043850357,TRUE
"K07797: multidrug resistance protein K",0.760085248968886,0.239413131498905,0.00420127864897717,TRUE
"K07798: membrane fusion protein, copper/silver efflux system",0.797307277797011,0.23580375846175,0.00265167218108391,TRUE
"K08092: 3-dehydro-L-gulonate 2-dehydrogenase ",0.912297158492082,0.249142136130797,0.00123330681013151,TRUE
"K08137: MFS transporter, SP family, galactose:H+ symporter",0.8616118296893,0.275519096571716,0.00473587173730381,TRUE
"K08154: MFS transporter, DHA1 family, 2-module integral membrane pump EmrD",0.779869647534397,0.230827339609568,0.00265861706722036,TRUE
"K08160: MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein",0.595028761916304,0.215389694310322,0.0115658472815704,TRUE
"K08161: MFS transporter, DHA1 family, multidrug resistance protein",0.637957129235949,0.237602187765103,0.0139376364804767,TRUE
"K08162: MFS transporter, DHA1 family, multidrug resistance protein",0.56015595710141,0.221969878350447,0.0210231875682266,TRUE
"K08169: MFS transporter, DHA2 family, multidrug resistance protein",0.832834106119071,0.256473161175546,0.0035584270795761,TRUE
"K08172: MFS transporter, MHS family, shikimate and dehydroshikimate transport protein",0.660287933972179,0.227923855628327,0.0082819055977106,TRUE
"K08177: MFS transporter, OFA family, oxalate/formate antiporter",0.922749958350736,0.266156604591611,0.0021483517466567,TRUE
"K08191: MFS transporter, ACS family, hexuronate transporter",1.12334750576791,0.264771182784141,0.000158304035423901,TRUE
"K08194: MFS transporter, ACS family, D-galactonate transporter",0.776732639283675,0.251967042386211,0.00523611408535844,TRUE
"K08218: MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG",1.40994010569411,0.257324004771673,7.2069459368471e-07,TRUE
"K08219: MFS transporter, UMF2 family, putative MFS family transporter protein",0.791216478971383,0.247366799535419,0.00395214197666837,TRUE
