"taxon","lfc_(Intercept)","lfc_Case_statusPD","lfc_total_sequences","lfc_collection_methodswab","se_(Intercept)","se_Case_statusPD","se_total_sequences","se_collection_methodswab","W_(Intercept)","W_Case_statusPD","W_total_sequences","W_collection_methodswab","p_(Intercept)","p_Case_statusPD","p_total_sequences","p_collection_methodswab","q_(Intercept)","q_Case_statusPD","q_total_sequences","q_collection_methodswab","diff_(Intercept)","diff_Case_statusPD","diff_total_sequences","diff_collection_methodswab"
"Streptococcus_australis",0.784571847278903,-0.819354058649233,-0.354569790701188,-0.735079520674346,0.260916354397523,0.323395846553287,0.145079862459678,2.23964087246142,3.00698608598354,-2.53359487260522,-2.44396282633459,-0.328213121002063,0.00263851839574356,0.0112899173978661,0.0145269232745799,0.742750527743615,0.0643138858962493,0.0872712518322641,0.18704098680234,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Streptococcus_gordonii",0.135994369402634,0.127326299546958,0.140504270514648,0.856069685126919,0.307829881057296,0.380352377237414,0.171701205488334,2.65421902688161,0.441784172918943,0.334758784661103,0.818306837829364,0.322531666172515,0.658645392593897,0.737807053444388,0.413182002635263,0.747049952256079,0.882770494466374,0.866019894013358,0.779103199183644,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Streptococcus_mitis",0.618577107693875,-0.572021196982953,-0.217187413123094,-1.14879548925772,0.272319629362599,0.337251954355588,0.151545294347848,2.34029133373227,2.27151127203624,-1.69612418725921,-1.43315181152755,-0.490877128287117,0.0231160453861303,0.089862363947999,0.151814457467481,0.623513354599662,0.180305154011816,0.260002267888128,0.581930464763091,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Streptococcus_mutans",-1.0537151942073,1.88616653913917,0.317918679708878,-0.0530728533841814,0.339204599117619,0.418406459415513,0.189522038980625,2.93186020465418,-3.10642956182893,4.50797662582461,1.67747604140846,-0.0181021091319194,0.00189361416220717,6.54487842543755e-06,0.0934494306523906,0.985557395384058,0.061542460271733,0.000425417097653441,0.506184416033783,0.999792517773655,FALSE,TRUE,FALSE,FALSE
"Streptococcus_oralis",0.288600671391499,-0.0976038342327516,-0.0322818975037431,0.823911666658898,0.274271892556414,0.339623111427961,0.152652671881608,2.3575336875772,1.05224297211621,-0.287388669818057,-0.211472862582974,0.349480336590913,0.292688088544594,0.773814735639714,0.832518305890589,0.726728730455955,0.648570196206771,0.882189610967088,0.956251818025619,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Streptococcus_parasanguinis",0.175572253814837,0.0991792678222564,0.140446039023953,-4.07167397401303,0.337191728417781,0.415965390701279,0.18837858519815,2.91404472711091,0.520689681916819,0.238431537910039,0.745552042851488,-1.39725857195398,0.602582963350794,0.811546408922639,0.455938062009388,0.162335828973094,0.857050507773135,0.894076552202907,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Streptococcus_salivarius",0.114857545915378,0.183511923563835,0.118858588503587,-3.23943571890736,0.293849465681682,0.363389644502939,0.163763068103708,2.53056434417604,0.390872059777029,0.505000421282921,0.725796053285442,-1.28012382943858,0.695891807371471,0.613558540083896,0.467963806769832,0.200501589183063,0.900634444945594,0.776908541015323,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Streptococcus_sanguinis",0.29386109396279,-0.0926844759989569,-0.131894776163291,-1.27066803907706,0.274906062031643,0.340393298017421,0.153012416145901,2.36313523873786,1.06895094197292,-0.272286430252259,-0.861987409162443,-0.537704325274129,0.285091775609183,0.78540178928254,0.388694446457896,0.590781192692861,0.64270896872997,0.885279473468759,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Streptococcus_thermophilus",0.589887748237792,-0.499489037146636,0.0300662789329283,-6.0288997288348,0.377553474656644,0.464910644238663,0.211308025173856,3.27130155617428,1.56239523096496,-1.07437642767805,0.142286498149755,-1.84296666794775,0.11819490988859,0.282654003068807,0.886853710932503,0.0653338772726919,0.480030739535397,0.524928862842071,0.97133313679195,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Streptococcus_vestibularis",-0.51429271093468,1.11468961287544,0.216434346875444,-3.89173314597113,0.36164190991141,0.445615601739744,0.202268562656177,3.13045963493696,-1.42210484139038,2.50146002187433,1.0700345324713,-1.24318266319045,0.15499581754072,0.0123682405629702,0.284603765247535,0.213800529808546,0.521106627938629,0.0872712518322641,0.740090112773586,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Catabacter_hongkongensis",-0.0972359568418045,0.467953941212022,-0.102442582633957,1.28982822509423,0.265513573155536,0.328983290230133,0.147685756469006,2.28020372735196,-0.366218403399078,1.42242464924183,-0.693652421758465,0.565663589451338,0.714202110730516,0.154903011614298,0.48790021022229,0.57162249127021,0.913525357273929,0.351233572846373,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Christensenella_minuta",-0.150255281945586,0.56223408622347,-0.22001829967696,-1.37887594287782,0.268252929823781,0.33231177695596,0.149238965839408,2.30438360708734,-0.560125408674157,1.69188733355658,-1.47426845555682,-0.598370834889194,0.575393900501545,0.0906674575199624,0.14040932484755,0.549592521649271,0.843622636073694,0.260002267888128,0.57041288219317,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_bolteae_CAG_59",0.595134966271542,-0.570647487489058,-0.0605258528904055,4.30801137294556,0.326613545854007,0.4031363684645,0.182369663790582,2.8204248276276,1.8221380399745,-1.41551974003881,-0.331885532014296,1.52743350248028,0.0684340430747674,0.15691616482309,0.739975695574993,0.126653250925223,0.344875104825229,0.351708645293134,0.940581327299453,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_disporicum",-0.134812071279224,0.538688698617718,-0.301146783269035,-1.27021830601251,0.27215685029513,0.337054236031223,0.151452967163679,2.33885379690899,-0.495346970443817,1.59822557034357,-1.98838483595754,-0.543094360019946,0.620355220536067,0.109992784951096,0.0467691445925318,0.587064835657756,0.861590004428599,0.289845852235995,0.364799327821748,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_sp_CAG_167",0.497256148092509,-0.395049528588529,-0.484058195471805,-0.923438071560277,0.289414057064795,0.358006757885162,0.161245227211448,2.49134724391765,1.71814787828768,-1.10346947337583,-3.00200014501538,-0.370658114325392,0.0857696457063046,0.269823341168711,0.00268212047967319,0.710892191359469,0.412139137309972,0.505918764691334,0.106728971967,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_sp_CAG_242",0.28996936639671,-0.103561155113359,-0.170411657187906,1.43276922603478,0.325176378873095,0.401393313230586,0.181553321337957,2.80770633931808,0.891729489705262,-0.258004186168062,-0.938631449604212,0.510298817925083,0.372537943081524,0.796403676482444,0.347919999966241,0.609842130764618,0.698508643277858,0.887421239509009,0.745542857070517,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_sp_CAG_299",0.938661975635415,-1.04135129669201,-0.176568305582417,-1.51507879049941,0.326591154204639,0.403109211132269,0.18235694476035,2.82022666658507,2.87411941061716,-2.58329819298106,-0.968256546601283,-0.537218801754674,0.0040515574879717,0.0097860700081781,0.332916260529203,0.591116485400538,0.0790053710154481,0.0829688544171621,0.74275165855286,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_sp_CAG_58",0.774909827857167,-0.79029659529333,0.160733857270309,-3.02608530750029,0.406656311336964,0.500203009968807,0.227840978131207,3.52889379904751,1.90556449329286,-1.57995169869652,0.705465094947702,-0.857516683646606,0.0567067325116937,0.114117928359812,0.480520846601897,0.391159398477735,0.334274660535148,0.296706613735512,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Hungatella_hathewayi",-0.571935597183126,1.14947513509827,0.228061609405237,4.30227985033766,0.359308805695781,0.442786372204277,0.200943111565001,3.10980805466976,-1.59176615801443,2.59600386835747,1.134956095927,1.38345511192476,0.111437256827313,0.00943150033994516,0.256393714283722,0.166525361959219,0.46234606556013,0.0829688544171621,0.724590931671387,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Lactonifactor_longoviformis",0.101831708787106,0.190074595689688,-0.205032641419621,-1.25798916018889,0.261903966375263,0.324596361487883,0.145639600159634,2.24835308796869,0.388813160016061,0.58557216975084,-1.40780832407454,-0.55951583713457,0.697414365060434,0.558163054984855,0.159187834862556,0.575809725871375,0.900634444945594,0.740420379061542,0.585691090532045,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridiales_bacterium_1_7_47FAA",0.283859511858427,-0.106625336617282,-0.0796474228828954,3.42653916899685,0.306254951667338,0.378441742225667,0.170806835171318,2.64028636368793,0.926873215642771,-0.281748350459978,-0.466301145402112,1.29779073062768,0.353992365264829,0.778136477365842,0.640999959008488,0.194359255715659,0.690285112266416,0.882189610967088,0.870737992963014,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Intestinimonas_butyriciproducens",0.526396933447674,-0.433106799461043,0.0273417303675567,-1.59189499201247,0.38281685137652,0.471293280590157,0.214298156772772,3.31788993755497,1.37506207356043,-0.918975120796764,0.127587333364459,-0.479791380055717,0.169112201197468,0.35810858550006,0.898475555711907,0.631375742811514,0.540225453443123,0.612554159407997,0.97133313679195,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Lawsonibacter_asaccharolyticus",0.403332910260749,-0.272673863597677,0.0869467690461528,1.83647180661267,0.335799493185465,0.414276968536069,0.187587703825717,2.90172251909955,1.20111232579492,-0.658192186162857,0.463499298050648,0.6328902210755,0.229707632400618,0.510414645139268,0.643006517880379,0.526805334145851,0.622124837751673,0.716623475618266,0.870737992963014,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Monoglobus_pectinilyticus",0.910481129491098,-0.984640892405431,-0.215950132471543,-4.00550168118983,0.40654178809255,0.500064125354596,0.227775921327491,3.52788019629445,2.23957574881288,-1.96902925541244,-0.948081479433708,-1.13538483687656,0.0251184785748647,0.0489497316765576,0.343087975972381,0.256214110082977,0.188388589311485,0.19145204139585,0.743357281273493,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Anaerofustis_stercorihominis",-0.0521921113417416,0.415917125889206,-0.266486279652084,-1.09267315041455,0.252910885105828,0.313660522416228,0.140544606666323,2.16906348684897,-0.206365618940847,1.32601043537536,-1.89609751646158,-0.503753420330675,0.83650532490462,0.184836240851028,0.0579471509475057,0.614434663764815,0.937462864117246,0.38755985984893,0.403560515527272,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Eubacterium_callanderi",-0.264136277208502,0.730143129103339,-0.471878933870287,-1.46006251175845,0.288017021590551,0.356311130929241,0.160452248746568,2.47899656006149,-0.917085649139175,2.04917294387959,-2.94093063547905,-0.588973189911258,0.359097760490613,0.0404452067344172,0.00327227801240863,0.555879258540966,0.693307557382867,0.167804581132157,0.106728971967,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Eubacterium_dolichum_CAG_375",0.191256461664415,0.0275650760961296,-0.408462745851322,3.71246447070147,0.296795591205838,0.366964720760608,0.165435670255173,2.55661748131737,0.644404658732859,0.0751164200171488,-2.46901254863172,1.45210008842954,0.519313064340082,0.940122083449897,0.013548646720801,0.146473777369616,0.820787315700994,0.949864281205855,0.18704098680234,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Eubacterium_eligens",0.898442579609376,-0.979661489007651,0.238706643284935,-1.80707302063221,0.433734165128187,0.533042299548574,0.243222300526191,3.76853416522536,2.07141298021531,-1.8378681951457,0.981434032851893,-0.479516157053109,0.0383202189036405,0.0660818297141228,0.326378750229957,0.63157147678589,0.253236178153394,0.210471999350586,0.74275165855286,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Eubacterium_hallii",0.85426491745373,-0.931653128422922,-0.297435006563845,0.848685877253015,0.41513914709074,0.510490446915711,0.232659726831294,3.60397076487572,2.05777971901794,-1.82501579422651,-1.27841208538649,0.235486337881623,0.0396112837670088,0.0679986459440353,0.201104165012166,0.813831281534959,0.253236178153394,0.210471999350586,0.640305310333917,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Eubacterium_limosum",-0.228412047585297,0.659455775378206,-0.425000959456494,1.49970821458948,0.277928389539823,0.344063504160819,0.15472705052371,2.38983479171578,-0.821837768942885,1.9166687759768,-2.74677865323471,0.627536355143932,0.411169234827688,0.0552800244438592,0.00601837367498608,0.530307713094117,0.742388896216658,0.202866375661367,0.167654695231755,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Eubacterium_ramulus",0.832828068406701,-0.896552926702207,-0.173402876627185,0.306011303758497,0.386707541606213,0.476011358603368,0.216508446887413,3.35232771174123,2.15363803081652,-1.88346960739072,-0.800905826632051,0.0912832306599141,0.0312685693736325,0.0596367548871131,0.423186166704065,0.927267542348057,0.225828556587346,0.202866375661367,0.779103199183644,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Eubacterium_sp_CAG_180",0.389402672093598,-0.253714295417782,-0.164279675989698,2.02904354601382,0.365061272454198,0.449762068049997,0.204211127037244,3.16072634418119,1.06667757298867,-0.564107810420283,-0.804459964415831,0.641954830967646,0.286117457754227,0.572680762918047,0.421131382068208,0.520902511298471,0.64270896872997,0.744484991793462,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Eubacterium_sp_CAG_38",1.10363449228614,-1.29275479490671,-0.334484381887741,-0.195646273643767,0.397855714980486,0.489530480364206,0.222841592172466,3.45100155856527,2.77395661474983,-2.64080552031187,-1.50099619477171,-0.0566926065733526,0.00553790630887336,0.00827091817609625,0.133356545781733,0.954790063644664,0.0981719754754823,0.0829688544171621,0.565315791900823,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Eubacterium_ventriosum",0.0581063681859404,0.258504230637405,-0.445002311428312,-1.97200660326284,0.318886158147991,0.393763967003894,0.177980475572207,2.75204286750865,0.18221665224796,0.656495393939508,-2.50028723655013,-0.716561005115463,0.85541270515775,0.511505430216364,0.0124092647291224,0.473645012781276,0.947758394919099,0.716623475618266,0.18704098680234,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Anaerostipes_caccae",0.311118399253829,-0.115058497369494,-0.118960235051722,-1.76624659708354,0.308473920783618,0.381133681818874,0.172066949848193,2.65991670775637,1.00857277809253,-0.30188488411836,-0.691360166241544,-0.664023272583358,0.313179568032418,0.762739819220895,0.48933923021965,0.506675416036566,0.656666836197005,0.880922002120357,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Anaerostipes_hadrus",1.25383894078073,-1.51514982081525,-0.159063611626531,0.0238304354984562,0.412106739966378,0.506812907867733,0.230937156609979,3.57713291786018,3.04251015376022,-2.98956438814828,-0.688774443928775,0.00666188146922744,0.00234613901969953,0.0027937555843674,0.490965220367959,0.994684626946465,0.0643138858962493,0.0495256671774222,0.779103199183644,0.999792517773655,FALSE,TRUE,FALSE,FALSE
"Anaerotignum_lactatifermentans",0.597088677360823,-0.528799389492738,0.0502099968234245,-2.96949488602825,0.364160965686415,0.448670318127065,0.203699656087149,3.15275721637935,1.63962844352458,-1.17859231629176,0.246490336743343,-0.941872361944328,0.101082445325252,0.238560552722507,0.805302683889883,0.34625799173325,0.439610926679547,0.469891997786755,0.956251818025619,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Blautia_coccoides",-0.136690978847839,0.533021073375495,-0.171023585040036,0.140440950685034,0.350717848595793,0.432368492140174,0.196062569330953,3.03376552689245,-0.389746285782499,1.23279351540419,-0.872290848904204,0.0462926186747501,0.696724166548339,0.217652811297304,0.383049728628086,0.963077022448125,0.900634444945594,0.446761033715518,0.779103199183644,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Blautia_hansenii",0.841516379732098,-0.89888383315042,-0.53600713582955,-1.49554150035808,0.326536951977193,0.403043472856517,0.182326156517595,2.8197469893376,2.57709387754337,-2.23024039262986,-2.93982578291132,-0.530381451248364,0.00996348867667968,0.025731488006494,0.00328396836821539,0.595847483858432,0.121430018247034,0.125441004031658,0.106728971967,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Blautia_hydrogenotrophica",0.714831923676351,-0.693684481882785,-0.246113366061763,-4.44973304328192,0.385567729845528,0.474629153237665,0.215860924679995,3.34223890162177,1.85397238498859,-1.46152944283098,-1.14014783558727,-1.33136294988451,0.0637431108635367,0.143870201572972,0.25422471570659,0.183069614255853,0.34382860011825,0.338008304900356,0.724590931671387,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Blautia_obeum",0.254849600523851,-0.062876675515283,-0.100538523491787,3.25738413839448,0.415848953072379,0.511351266301405,0.233062932282068,3.61025273596252,0.612841750931363,-0.122961806607166,-0.431379295314576,0.902259308869699,0.539980981493676,0.90213734230636,0.666192602058462,0.366919135759675,0.829104656624147,0.931964913623065,0.889777790420548,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Blautia_producta",-0.209636966795118,0.667984863609981,-0.349360197076176,-4.39287079284927,0.370996639729046,0.456959539458071,0.207583052544449,3.21326363060827,-0.565064327666754,1.46180308305233,-1.68298997819857,-1.3671056277501,0.572030010847123,0.14379517902548,0.0923770315156794,0.171592199558559,0.843622636073694,0.338008304900356,0.506184416033783,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Blautia_sp_CAG_257",0.718075549127233,-0.700417411648103,-0.011631007724544,-4.07162602185125,0.394854352893457,0.485890768126639,0.221136570348592,3.42443650875915,1.81858334311181,-1.44151207965645,-0.0525964914179924,-1.18899153523118,0.0689750209650458,0.149440067164292,0.958053412545945,0.234442997908328,0.344875104825229,0.342833095259258,0.977062584389616,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Blautia_wexlerae",1.20695846327156,-1.43150481989661,-0.156439160468001,-2.35495745812188,0.339499146206676,0.41876366325339,0.189689363669143,2.93446719806838,3.55511487070663,-3.41840743481705,-0.824712347819682,-0.802516197717949,0.000377813988933423,0.000629887389731551,0.409534919737624,0.422254422558765,0.0299125770308272,0.0175468629996646,0.779103199183644,0.99099372334903,TRUE,TRUE,FALSE,FALSE
"Ruminococcus_gnavus",0.749835115815219,-0.774043066480151,-0.152869979117162,0.274873596969331,0.390516645146191,0.480630531142248,0.218672371601954,3.38604296476246,1.92011051291941,-1.6104741923918,-0.69908227544826,0.0811784138092335,0.0548439416565981,0.107294375087463,0.484500614697336,0.935300066134206,0.334205269469895,0.286608262219936,0.779103199183644,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Ruminococcus_torques",0.840334764373309,-0.934877658426817,-0.0764770234670036,4.7835057300996,0.45295898149526,0.556359581728657,0.254141849455418,3.93865388564289,1.85521161673246,-1.68034790651411,-0.300922589612379,1.21450268771682,0.0635660134458075,0.0928896452364394,0.763473524227201,0.224555824113019,0.34382860011825,0.262514214798633,0.94826329442232,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Coprococcus_catus",0.177498951935337,0.0514504238840496,-0.405801847818016,3.12283485101893,0.402566875968434,0.495243698479258,0.225517893682716,3.49269941316992,0.440917925769071,0.103889103570703,-1.79942194914672,0.894103523264456,0.659272415772933,0.917257354405334,0.07195196013511,0.371266504388821,0.882770494466374,0.939719443997162,0.438457257073327,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Coprococcus_comes",-0.0448740049417581,0.364073173591691,-0.299539260270399,5.60562748799767,0.446141924500075,0.548091153408315,0.250269906194513,3.87833207728609,-0.100582353904627,0.664256613754292,-1.19686487610537,1.44537068417315,0.919882005201955,0.506526084434621,0.231359226386193,0.148353793261785,0.974874951165115,0.716623475618266,0.673358942467278,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Dorea_formicigenerans",0.13126989372177,0.154491597029459,-0.166926847232116,-2.52129661423235,0.417518256593404,0.513375727123153,0.234011176738241,3.62502642919641,0.314405158693709,0.300932803923544,-0.713328523700541,-0.695525029535102,0.753213338594527,0.763465735170976,0.475642491028598,0.486726331027951,0.917280001718331,0.880922002120357,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Dorea_longicatena",0.671083246036441,-0.668734971259517,-0.0568641152748683,2.05166951707936,0.453371331980885,0.556859729875203,0.254376052426724,3.94230255961952,1.48020661805925,-1.2009038100302,-0.223543508645526,0.520424164825485,0.138818114809927,0.229788516164248,0.823112524720663,0.602767971172325,0.503025478567272,0.461945986103385,0.956251818025619,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Dorea_sp_CAG_317",0.289628728713627,-0.0757962081237138,-0.196272077564589,-3.02670198241042,0.415744256710349,0.511224295342149,0.233003459549766,3.60932614676212,0.696651184084578,-0.148264096237808,-0.842356924415831,-0.838578133241196,0.48602111558534,0.882134349202636,0.399588196696641,0.401706085621876,0.81197917486987,0.927496958833008,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Eisenbergiella_massiliensis",-0.370107508607294,0.863643609993923,0.0512121378788868,2.37028289593654,0.379569254301231,0.467355075591246,0.212453195029818,3.28914413855763,-0.975072412776541,1.84793886939462,0.241051389562294,0.720638195252816,0.329524341779656,0.0646111867150061,0.809515287454268,0.471132147423048,0.683587730287585,0.20998635682377,0.956251818025619,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Eisenbergiella_tayi",-0.745169263776939,1.40675355475935,0.546129673623056,4.05177629424942,0.363097453921901,0.44738065825492,0.203095467331575,3.14334347112364,-2.05225692366661,3.14442193421285,2.68902935549733,1.28900208694058,0.0401446999807923,0.00166415305745438,0.00716601171620629,0.19739736104969,0.253236178153394,0.0360566495781782,0.170855021144163,0.99099372334903,FALSE,TRUE,FALSE,FALSE
"Fusicatenibacter_saccharivorans",1.23956404726256,-1.50522395271708,0.184903208643208,1.92468523415573,0.419965616801737,0.516343802449537,0.235401384955582,3.6466858709803,2.9515846004311,-2.9151583607207,0.785480547100845,0.527790246336282,0.00316147927341827,0.00355508100312001,0.432171871391449,0.597644927601424,0.0684987175907292,0.0577700663007001,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_aldenense",0.288466810523005,-0.0931758355398487,-0.272516423622937,0.0724120156853815,0.309694236026609,0.382614059521138,0.172759967078005,2.67071282313935,0.931456827301818,-0.243524337962027,-1.57742808262918,0.0271133665357038,0.351617307003249,0.807599233525087,0.114697057942722,0.978369313726717,0.690285112266416,0.894076552202907,0.516763903386084,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Clostridium_asparagiforme",-0.00211728340763058,0.3362371007536,-0.0118809187253813,-0.0655175957040791,0.349624039020582,0.431042062249173,0.195441179503159,3.0240838403155,-0.00605588624158061,0.780056356911244,-0.0607902528811196,-0.0216652709262332,0.995168131399679,0.435357703655688,0.951526253039742,0.982714967052473,0.996779801683977,0.673767874705231,0.977062584389616,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Clostridium_bolteae",0.390632295082443,-0.253583363696275,-0.0578368337217113,1.73852427628677,0.355217161812769,0.437824635240757,0.198618630874087,3.07359084267482,1.0996999499938,-0.57918934496875,-0.291195410355923,0.565632956784128,0.27146287656187,0.562461419510558,0.770901872562078,0.571643319237364,0.64270896872997,0.741080924355127,0.951429526263325,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_citroniae",0.0972205385601405,0.186628157617904,0.135914918415525,0.500512850494079,0.345187194363271,0.425661587343181,0.192920641544369,2.98481222536531,0.28164584361095,0.438442563687192,0.704512059090714,0.167686545317879,0.778215084435161,0.661065497480023,0.481113942860004,0.866829881585667,0.922454455463012,0.810740704456632,0.779103199183644,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Clostridium_clostridioforme",0.175811204828344,0.104013801119465,-0.239547931646584,-5.01448017374667,0.400839677781827,0.493149119563871,0.224536716412625,3.47741230490243,0.438607290079791,0.210917543990451,-1.06685416743324,-1.44201484726942,0.660946113805593,0.832951613945285,0.286037693954295,0.149298185156986,0.882770494466374,0.900700898682071,0.740090112773586,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_lavalense",0.321972256467037,-0.143786952609982,0.203691870343235,0.395129320049035,0.353867081307766,0.436187450643095,0.197851647291065,3.06164066116514,0.90986778221117,-0.32964486345948,1.02951819270718,0.129058032531703,0.362892242478101,0.741668319488363,0.303236235304188,0.897311729407764,0.693764581208135,0.866019894013358,0.740090112773586,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Clostridium_saccharolyticum",-0.0485958491480708,0.414681484331571,-0.465608162155585,-1.80647830568314,0.318206337193518,0.39293938556943,0.177594352228326,2.74602732326272,-0.152718043193832,1.05533194065195,-2.62175095273847,-0.657851540798492,0.878620631266475,0.291273537896273,0.00874793310989417,0.510633531831121,0.956770837576938,0.528354723580379,0.170855021144163,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_scindens",-0.0465002195842579,0.420757440974548,-0.34656948089713,-3.27326640034315,0.350616554777786,0.432245656352294,0.196005024556417,3.03286893876513,-0.132624141531848,0.973422022387235,-1.7681663094171,-1.07926404550666,0.894490638894601,0.330343598064976,0.0770331046708461,0.28047003611142,0.957900382526419,0.580333347951985,0.455195618509545,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_symbiosum",-0.104594138316838,0.483624779450026,0.127584883653637,0.559033215468891,0.371947826357544,0.458112988084008,0.208123427938742,3.22168310306145,-0.281206478180342,1.05568886285612,0.613025092452303,0.17352209934542,0.778552036197182,0.291110387021239,0.53985974833714,0.862241058592871,0.922454455463012,0.528354723580379,0.804832104521755,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Lachnoclostridium_sp_An131",-0.202802667888555,0.618043023032083,-0.148129220461126,2.17016567498746,0.261617253871499,0.324247851663306,0.145477098535367,2.24582374695914,-0.77518842846721,1.90608209078853,-1.01823051155447,0.966311660888743,0.438228324820268,0.0566395558849099,0.308568422592062,0.333888252810366,0.7698605706302,0.202866375661367,0.740090112773586,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Lachnoclostridium_sp_An138",-0.0721959002688319,0.433764072705498,-0.164320555738837,0.832289543525751,0.262649325491831,0.325502334878129,0.146062069507964,2.2549289547383,-0.274875635540429,1.33259895929135,-1.12500498104935,0.369097900746209,0.783411786398043,0.182663446886825,0.260586923543472,0.71205475361617,0.922454455463012,0.387167088510117,0.725920715585387,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Lachnospira_pectinoschiza",0.601122355800443,-0.557302849739757,-0.35984062971959,0.612073779232106,0.409252582601404,0.50335157227338,0.229315826393175,3.55187229453062,1.46882971875076,-1.1071840845211,-1.56919230294477,0.172324264071829,0.141878981134359,0.268214347180141,0.116603137174296,0.863182609713869,0.503025478567272,0.505918764691334,0.516763903386084,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Eubacterium_rectale",1.06436333783712,-1.22248317990513,0.115110061618035,-2.10890638118395,0.397833288321517,0.489503283752315,0.222828852024848,3.45080306136125,2.67540039780919,-2.49739525858563,0.516585085692581,-0.611134957192268,0.00746400481110365,0.012510941884307,0.605445829125801,0.541110238954928,0.111960072166555,0.0872712518322641,0.853563174532368,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Roseburia_faecis",1.07214643445623,-1.24557334728592,0.253290249789786,-0.175859347444884,0.440048011516398,0.540700012383365,0.246808606293741,3.8244071707868,2.43643058574821,-2.30363106853932,1.02626182122811,-0.0459834268663146,0.0148330160392936,0.0212433622844706,0.304768188119422,0.963323459380521,0.152233585666435,0.115068212374216,0.740090112773586,0.999792517773655,FALSE,FALSE,FALSE,FALSE
